Survey month,State and territory,Leave entitlements,Industry,Median Weekly Earnings,,,,,,,,,,,,,,
2018,   New South Wales,Total employees,"Professional, scientific and technical services","1,726.0",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Administrative and support services,"1,099.7",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Public administration and safety,"1,499.8",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Education and training,"1,575.8",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Health care and social assistance,"1,250.0",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Arts and recreation services,"1,111.7",,,,,,,,,,,,,,
2018,   New South Wales,Total employees,Other services,"1,129.7",,,,,,,,,,,,,,
2018,   Victoria,Total employees,"Agriculture, forestry and fishing","1,112.1",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Mining,"2,042.5",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Manufacturing,"1,281.0",,,,,,,,,,,,,,
2018,   Victoria,Total employees,"Electricity, gas, water and waste services","1,422.0",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Construction,"1,381.2",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Wholesale trade,"1,196.1",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Retail trade,"1,083.2",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Accommodation and food services,964.8,,,,,,,,,,,,,,
2018,   Victoria,Total employees,"Transport, postal and warehousing","1,340.1",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Information Media and telecommunications,"1,564.7",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Financial and insurance services,"1,659.1",,,,,,,,,,,,,,
2018,   Victoria,Total employees,"Rental, hiring and real estate services","1,196.4",,,,,,,,,,,,,,
2018,   Victoria,Total employees,"Professional, scientific and technical services","1,497.0",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Administrative and support services,"1,144.2",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Public administration and safety,"1,599.6",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Education and training,"1,399.5",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Health care and social assistance,"1,300.0",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Arts and recreation services,"1,321.5",,,,,,,,,,,,,,
2018,   Victoria,Total employees,Other services,"1,100.0",,,,,,,,,,,,,,
2018,   Queensland,Total employees,"Agriculture, forestry and fishing",949.0,,,,,,,,,,,,,,
2018,   Queensland,Total employees,Mining,"1,957.6",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Manufacturing,"1,204.9",,,,,,,,,,,,,,
2018,   Queensland,Total employees,"Electricity, gas, water and waste services","1,887.9",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Wholesale trade,"1,218.5",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Retail trade,974.0,,,,,,,,,,,,,,
2018,   Queensland,Total employees,Accommodation and food services,974.3,,,,,,,,,,,,,,
2018,   Queensland,Total employees,"Transport, postal and warehousing","1,384.7",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Information Media and telecommunications,"1,557.6",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Financial and insurance services,"1,308.7",,,,,,,,,,,,,,
2018,   Queensland,Total employees,"Rental, hiring and real estate services","1,202.7",,,,,,,,,,,,,,
2018,   Queensland,Total employees,"Professional, scientific and technical services","1,430.9",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Administrative and support services,"1,070.6",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Education and training,"1,455.0",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Health care and social assistance,"1,336.9",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Arts and recreation services,"1,251.7",,,,,,,,,,,,,,
2018,   Queensland,Total employees,Other services,"1,100.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,"Agriculture, forestry and fishing","1,125.4",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Mining,"1,896.1",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Manufacturing,"1,200.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,"Electricity, gas, water and waste services","1,441.9",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Wholesale trade,"1,199.4",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Accommodation and food services,"1,100.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,"Transport, postal and warehousing","1,250.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Information Media and telecommunications,"1,407.6",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Financial and insurance services,"1,149.5",,,,,,,,,,,,,,
2018,   South Australia,Total employees,"Rental, hiring and real estate services","1,172.7",,,,,,,,,,,,,,
2018,   South Australia,Total employees,"Professional, scientific and technical services","1,460.9",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Administrative and support services,"1,028.8",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Education and training,"1,575.0",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Health care and social assistance,"1,200.1",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Arts and recreation services,"1,023.8",,,,,,,,,,,,,,
2018,   South Australia,Total employees,Other services,"1,181.2",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Mining,"2,322.2",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Manufacturing,"1,210.7",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,"Electricity, gas, water and waste services","1,701.2",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Construction,"1,519.8",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Wholesale trade,"1,369.4",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Retail trade,"1,018.3",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,"Transport, postal and warehousing","1,457.9",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Information Media and telecommunications,"1,288.6",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Financial and insurance services,"1,432.6",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,"Rental, hiring and real estate services","1,274.4",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,"Professional, scientific and technical services","1,726.1",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Administrative and support services,"1,412.1",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Public administration and safety,"1,649.6",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Education and training,"1,600.0",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Health care and social assistance,"1,400.0",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Arts and recreation services,"1,093.0",,,,,,,,,,,,,,
2018,   Western Australia,Total employees,Other services,"1,090.9",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,183.3",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Mining,"1,647.4",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Manufacturing,"1,200.0",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,529.7",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Construction,"1,140.0",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Wholesale trade,"1,250.9",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Retail trade,"1,020.2",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Accommodation and food services,"1,006.1",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,"Transport, postal and warehousing","1,242.1",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Information Media and telecommunications,"1,200.1",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Financial and insurance services,"1,250.0",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,"Rental, hiring and real estate services",906.6,,,,,,,,,,,,,,
2018,   Tasmania,Total employees,"Professional, scientific and technical services","1,251.3",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Administrative and support services,997.2,,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Education and training,"1,499.7",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Health care and social assistance,"1,245.5",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Arts and recreation services,"1,113.3",,,,,,,,,,,,,,
2018,   Tasmania,Total employees,Other services,977.7,,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Mining,"2,263.9",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Manufacturing,"1,260.1",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,"Electricity, gas, water and waste services","1,863.3",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Construction,"1,569.6",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Wholesale trade,"1,172.5",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Retail trade,"1,057.7",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Accommodation and food services,"1,104.1",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,"Transport, postal and warehousing","1,200.0",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Information Media and telecommunications,"1,249.6",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Financial and insurance services,"1,442.5",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,596.0",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,"Professional, scientific and technical services","1,711.3",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Administrative and support services,"1,109.1",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Public administration and safety,"1,523.9",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Education and training,"1,690.7",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Health care and social assistance,"1,312.3",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Arts and recreation services,"1,200.0",,,,,,,,,,,,,,
2018,   Northern Territory,Total employees,Other services,"1,051.6",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Manufacturing,"1,270.3",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Wholesale trade,0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Retail trade,"1,156.6",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Accommodation and food services,953.1,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,397.5",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Information Media and telecommunications,0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Financial and insurance services,"1,364.1",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services",0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","1,850.0",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Administrative and support services,"1,253.9",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Public administration and safety,"1,714.0",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Education and training,"1,580.0",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Health care and social assistance,"1,412.1",,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Arts and recreation services,0.0,,,,,,,,,,,,,,
2018,   Australian Capital Territory,Total employees,Other services,"1,078.1",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,"Agriculture, forestry and fishing","1,300.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Mining,"2,340.7",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Manufacturing,"1,265.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,687.6",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Construction,"1,300.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Wholesale trade,"1,248.4",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Retail trade,"1,106.5",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,"Transport, postal and warehousing","1,271.3",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Information Media and telecommunications,"1,400.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Financial and insurance services,"1,981.6",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,"Rental, hiring and real estate services","1,340.5",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,"Professional, scientific and technical services","1,580.4",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Administrative and support services,"1,250.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Public administration and safety,"1,700.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Education and training,"1,704.1",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Health care and social assistance,"1,250.0",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Arts and recreation services,"1,384.8",,,,,,,,,,,,,,
2019,   New South Wales,Total employees,Other services,"1,162.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Mining,"2,094.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Manufacturing,"1,120.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,"Electricity, gas, water and waste services","1,654.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Wholesale trade,"1,150.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Retail trade,"1,102.3",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,"Transport, postal and warehousing","1,300.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Information Media and telecommunications,"1,746.6",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Financial and insurance services,"1,600.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,"Rental, hiring and real estate services","1,144.9",,,,,,,,,,,,,,
2019,   Victoria,Total employees,"Professional, scientific and technical services","1,628.1",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Administrative and support services,"1,184.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Public administration and safety,"1,550.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Education and training,"1,500.0",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Health care and social assistance,"1,309.5",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Arts and recreation services,"1,236.7",,,,,,,,,,,,,,
2019,   Victoria,Total employees,Other services,"1,200.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,"Agriculture, forestry and fishing","1,033.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Mining,"2,377.7",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Manufacturing,"1,200.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,"Electricity, gas, water and waste services","1,732.4",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Construction,"1,455.7",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Wholesale trade,"1,298.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Accommodation and food services,"1,044.3",,,,,,,,,,,,,,
2019,   Queensland,Total employees,"Transport, postal and warehousing","1,483.2",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Information Media and telecommunications,"1,433.9",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Financial and insurance services,"1,349.6",,,,,,,,,,,,,,
2019,   Queensland,Total employees,"Rental, hiring and real estate services","1,178.6",,,,,,,,,,,,,,
2019,   Queensland,Total employees,"Professional, scientific and technical services","1,520.7",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Administrative and support services,"1,047.1",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Education and training,"1,500.0",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Health care and social assistance,"1,260.4",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Arts and recreation services,"1,055.6",,,,,,,,,,,,,,
2019,   Queensland,Total employees,Other services,"1,191.4",,,,,,,,,,,,,,
2019,   South Australia,Total employees,"Agriculture, forestry and fishing","1,122.9",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Mining,"2,075.1",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Manufacturing,"1,236.6",,,,,,,,,,,,,,
2019,   South Australia,Total employees,"Electricity, gas, water and waste services","1,710.2",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Construction,"1,298.3",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Wholesale trade,"1,105.5",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Retail trade,971.7,,,,,,,,,,,,,,
2019,   South Australia,Total employees,Accommodation and food services,949.9,,,,,,,,,,,,,,
2019,   South Australia,Total employees,"Transport, postal and warehousing","1,434.8",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Information Media and telecommunications,"1,503.7",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Financial and insurance services,"1,425.4",,,,,,,,,,,,,,
2019,   South Australia,Total employees,"Rental, hiring and real estate services","1,116.6",,,,,,,,,,,,,,
2019,   South Australia,Total employees,"Professional, scientific and technical services","1,402.8",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Administrative and support services,"1,001.6",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Public administration and safety,"1,427.1",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Education and training,"1,545.8",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Health care and social assistance,"1,200.0",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Arts and recreation services,"1,143.9",,,,,,,,,,,,,,
2019,   South Australia,Total employees,Other services,"1,004.1",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,400.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Mining,"2,305.2",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Manufacturing,"1,360.5",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,"Electricity, gas, water and waste services","1,751.8",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Construction,"1,500.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Wholesale trade,"1,444.3",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Retail trade,"1,040.6",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,"Transport, postal and warehousing","1,648.4",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Information Media and telecommunications,"1,500.4",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Financial and insurance services,"1,586.4",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,"Rental, hiring and real estate services","1,200.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,"Professional, scientific and technical services","1,748.8",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Administrative and support services,"1,194.6",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Public administration and safety,"1,600.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Education and training,"1,600.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Health care and social assistance,"1,246.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Arts and recreation services,"1,250.0",,,,,,,,,,,,,,
2019,   Western Australia,Total employees,Other services,"1,497.3",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,150.0",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Mining,"1,874.7",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Manufacturing,"1,217.6",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,687.0",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Construction,"1,205.0",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Wholesale trade,"1,138.4",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Retail trade,"1,026.9",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Accommodation and food services,949.3,,,,,,,,,,,,,,
2019,   Tasmania,Total employees,"Transport, postal and warehousing","1,200.0",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Information Media and telecommunications,"1,300.4",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Financial and insurance services,"1,288.4",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,"Rental, hiring and real estate services",926.3,,,,,,,,,,,,,,
2019,   Tasmania,Total employees,"Professional, scientific and technical services","1,273.1",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Administrative and support services,"1,156.8",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Public administration and safety,"1,500.0",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Education and training,"1,522.1",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Health care and social assistance,"1,263.9",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Arts and recreation services,"1,350.4",,,,,,,,,,,,,,
2019,   Tasmania,Total employees,Other services,"1,201.7",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Mining,"1,805.1",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Manufacturing,"1,400.0",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Construction,"1,897.3",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Wholesale trade,"1,100.0",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Retail trade,"1,000.0",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Accommodation and food services,"1,000.0",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,"Transport, postal and warehousing","1,260.1",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Information Media and telecommunications,0.0,,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Financial and insurance services,"1,077.2",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,"Rental, hiring and real estate services",978.7,,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,"Professional, scientific and technical services","1,470.3",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Administrative and support services,"1,259.4",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Public administration and safety,"1,611.6",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Education and training,"1,815.3",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Health care and social assistance,"1,369.1",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Arts and recreation services,"1,009.3",,,,,,,,,,,,,,
2019,   Northern Territory,Total employees,Other services,"1,341.7",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Manufacturing,0.0,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Wholesale trade,"1,419.1",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Retail trade,926.2,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Accommodation and food services,954.3,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,473.6",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Information Media and telecommunications,"1,935.9",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Financial and insurance services,"1,761.4",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services","1,509.3",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","1,826.3",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Administrative and support services,"1,384.6",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Public administration and safety,"1,649.7",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Education and training,"1,556.4",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Health care and social assistance,"1,278.9",,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Arts and recreation services,0.0,,,,,,,,,,,,,,
2019,   Australian Capital Territory,Total employees,Other services,"1,100.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,"Agriculture, forestry and fishing","1,000.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Mining,"2,220.9",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Manufacturing,"1,300.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,824.5",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Construction,"1,315.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Wholesale trade,"1,286.1",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Retail trade,"1,075.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Accommodation and food services,"1,050.5",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,"Transport, postal and warehousing","1,384.6",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Information Media and telecommunications,"1,730.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Financial and insurance services,"1,810.6",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,"Rental, hiring and real estate services","1,175.8",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,"Professional, scientific and technical services","1,726.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Administrative and support services,"1,204.4",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Public administration and safety,"1,599.3",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Education and training,"1,700.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Health care and social assistance,"1,300.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Arts and recreation services,"1,500.0",,,,,,,,,,,,,,
2020,   New South Wales,Total employees,Other services,"1,302.4",,,,,,,,,,,,,,
2020,   Victoria,Total employees,"Agriculture, forestry and fishing","1,055.2",,,,,,,,,,,,,,
