Survey month,State and territory,Leave entitlements,Industry,Median Weekly Earnings,,,,,,,,,,,,,,
2022,   Victoria,Total employees,"Transport, postal and warehousing","1,526.2",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Information Media and telecommunications,"1,611.2",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Financial and insurance services,"1,782.5",,,,,,,,,,,,,,
2022,   Victoria,Total employees,"Rental, hiring and real estate services","1,300.6",,,,,,,,,,,,,,
2022,   Victoria,Total employees,"Professional, scientific and technical services","1,838.3",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Administrative and support services,"1,300.0",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Public administration and safety,"1,823.6",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Education and training,"1,654.6",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Health care and social assistance,"1,500.0",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Arts and recreation services,"1,332.6",,,,,,,,,,,,,,
2022,   Victoria,Total employees,Other services,"1,427.7",,,,,,,,,,,,,,
2022,   Queensland,Total employees,"Agriculture, forestry and fishing","1,100.0",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Mining,"2,535.2",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Manufacturing,"1,400.1",,,,,,,,,,,,,,
2022,   Queensland,Total employees,"Electricity, gas, water and waste services","2,099.2",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Construction,"1,521.3",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Wholesale trade,"1,299.9",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Retail trade,"1,181.3",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Accommodation and food services,"1,114.0",,,,,,,,,,,,,,
2022,   Queensland,Total employees,"Transport, postal and warehousing","1,500.0",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Information Media and telecommunications,"1,615.3",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Financial and insurance services,"1,593.8",,,,,,,,,,,,,,
2022,   Queensland,Total employees,"Rental, hiring and real estate services","1,418.7",,,,,,,,,,,,,,
2022,   Queensland,Total employees,"Professional, scientific and technical services","1,820.5",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Administrative and support services,"1,344.9",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Public administration and safety,"1,750.0",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Education and training,"1,600.0",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Health care and social assistance,"1,500.0",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Arts and recreation services,"1,427.6",,,,,,,,,,,,,,
2022,   Queensland,Total employees,Other services,"1,250.0",,,,,,,,,,,,,,
2022,   South Australia,Total employees,"Agriculture, forestry and fishing","1,248.5",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Mining,"2,366.0",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Manufacturing,"1,285.5",,,,,,,,,,,,,,
2022,   South Australia,Total employees,"Electricity, gas, water and waste services","1,473.9",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Construction,"1,296.3",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Wholesale trade,"1,280.6",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Retail trade,"1,217.2",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Accommodation and food services,"1,115.5",,,,,,,,,,,,,,
2022,   South Australia,Total employees,"Transport, postal and warehousing","1,300.0",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Information Media and telecommunications,"1,623.8",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Financial and insurance services,"1,581.5",,,,,,,,,,,,,,
2022,   South Australia,Total employees,"Rental, hiring and real estate services","1,448.3",,,,,,,,,,,,,,
2022,   South Australia,Total employees,"Professional, scientific and technical services","1,740.5",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Administrative and support services,"1,195.9",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Public administration and safety,"1,555.6",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Education and training,"1,588.0",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Health care and social assistance,"1,350.0",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Arts and recreation services,"1,248.5",,,,,,,,,,,,,,
2022,   South Australia,Total employees,Other services,"1,368.5",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,593.6",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Mining,"2,530.3",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Manufacturing,"1,600.0",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,"Electricity, gas, water and waste services","2,011.2",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Construction,"1,494.1",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Wholesale trade,"1,499.0",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Retail trade,"1,151.5",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Accommodation and food services,"1,153.6",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,"Transport, postal and warehousing","1,714.1",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Information Media and telecommunications,"1,567.2",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Financial and insurance services,"2,021.0",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,"Rental, hiring and real estate services","1,375.2",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,"Professional, scientific and technical services","1,915.0",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Administrative and support services,"1,355.4",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Public administration and safety,"1,650.0",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Education and training,"1,599.2",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Health care and social assistance,"1,529.2",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Arts and recreation services,"1,328.1",,,,,,,,,,,,,,
2022,   Western Australia,Total employees,Other services,"1,421.4",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,243.7",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Mining,"1,776.8",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Manufacturing,"1,231.3",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,"Electricity, gas, water and waste services","2,094.2",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Construction,"1,200.0",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Wholesale trade,"1,199.7",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Retail trade,"1,200.0",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Accommodation and food services,"1,099.5",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,"Transport, postal and warehousing","1,395.7",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Information Media and telecommunications,"1,720.5",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Financial and insurance services,"1,202.7",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,"Rental, hiring and real estate services","1,163.3",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,"Professional, scientific and technical services","1,535.8",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Administrative and support services,"1,689.1",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Public administration and safety,"1,638.4",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Education and training,"1,612.1",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Health care and social assistance,"1,411.8",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Arts and recreation services,"1,021.2",,,,,,,,,,,,,,
2022,   Tasmania,Total employees,Other services,"1,109.5",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Mining,"2,614.2",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Manufacturing,"1,568.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,"Electricity, gas, water and waste services","2,000.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Construction,"1,746.3",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Wholesale trade,"1,428.2",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Retail trade,"1,072.1",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Accommodation and food services,"1,153.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,"Transport, postal and warehousing","1,520.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Information Media and telecommunications,0.0,,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Financial and insurance services,0.0,,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,719.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,"Professional, scientific and technical services","1,569.4",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Administrative and support services,"1,145.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Public administration and safety,"1,942.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Education and training,"1,717.1",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Health care and social assistance,"1,500.0",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Arts and recreation services,"1,232.6",,,,,,,,,,,,,,
2022,   Northern Territory,Total employees,Other services,"1,500.0",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Manufacturing,"1,177.6",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Construction,"1,551.6",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Wholesale trade,0.0,,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Retail trade,"1,049.0",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Accommodation and food services,"1,173.2",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,848.5",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Information Media and telecommunications,"2,195.0",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Financial and insurance services,"1,367.8",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services","1,572.8",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","2,214.6",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Administrative and support services,"1,364.0",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Public administration and safety,"1,913.4",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Education and training,"1,859.1",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Health care and social assistance,"1,599.5",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Arts and recreation services,"2,067.0",,,,,,,,,,,,,,
2022,   Australian Capital Territory,Total employees,Other services,"1,267.5",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,"Agriculture, forestry and fishing","1,216.8",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Mining,"2,750.6",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Manufacturing,"1,607.5",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,"Electricity, gas, water and waste services","1,903.2",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Construction,"1,501.0",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Wholesale trade,"1,491.2",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Retail trade,"1,301.6",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Accommodation and food services,"1,252.8",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,"Transport, postal and warehousing","1,567.8",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Information Media and telecommunications,"2,006.1",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Financial and insurance services,"2,202.0",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,"Rental, hiring and real estate services","1,412.9",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,"Professional, scientific and technical services","2,000.0",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Administrative and support services,"1,424.0",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Public administration and safety,"1,768.4",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Education and training,"1,775.0",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Health care and social assistance,"1,600.0",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Arts and recreation services,"1,355.3",,,,,,,,,,,,,,
2023,   New South Wales,Total employees,Other services,"1,250.0",,,,,,,,,,,,,,
2023,   Victoria,Total employees,"Agriculture, forestry and fishing","1,136.1",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Mining,"2,471.2",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Manufacturing,"1,498.9",,,,,,,,,,,,,,
2023,   Victoria,Total employees,"Electricity, gas, water and waste services","2,215.7",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Construction,"1,621.4",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Wholesale trade,"1,577.1",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Retail trade,"1,282.8",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Accommodation and food services,"1,103.3",,,,,,,,,,,,,,
2023,   Victoria,Total employees,"Transport, postal and warehousing","1,544.9",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Information Media and telecommunications,"1,761.3",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Financial and insurance services,"1,825.6",,,,,,,,,,,,,,
2023,   Victoria,Total employees,"Rental, hiring and real estate services","1,382.9",,,,,,,,,,,,,,
2023,   Victoria,Total employees,"Professional, scientific and technical services","1,841.0",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Administrative and support services,"1,623.8",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Public administration and safety,"1,750.0",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Education and training,"1,748.3",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Health care and social assistance,"1,651.1",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Arts and recreation services,"1,610.0",,,,,,,,,,,,,,
2023,   Victoria,Total employees,Other services,"1,350.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,"Agriculture, forestry and fishing","1,424.3",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Mining,"2,211.5",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Manufacturing,"1,547.1",,,,,,,,,,,,,,
2023,   Queensland,Total employees,"Electricity, gas, water and waste services","1,999.7",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Construction,"1,500.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Wholesale trade,"1,409.2",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Retail trade,"1,145.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Accommodation and food services,"1,150.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,"Transport, postal and warehousing","1,677.5",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Information Media and telecommunications,"1,718.9",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Financial and insurance services,"1,532.6",,,,,,,,,,,,,,
2023,   Queensland,Total employees,"Rental, hiring and real estate services","1,300.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,"Professional, scientific and technical services","1,913.4",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Administrative and support services,"1,270.2",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Public administration and safety,"1,701.4",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Education and training,"1,900.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Health care and social assistance,"1,557.1",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Arts and recreation services,"1,184.0",,,,,,,,,,,,,,
2023,   Queensland,Total employees,Other services,"1,399.8",,,,,,,,,,,,,,
2023,   South Australia,Total employees,"Agriculture, forestry and fishing","1,200.0",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Mining,"1,981.4",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Manufacturing,"1,400.3",,,,,,,,,,,,,,
2023,   South Australia,Total employees,"Electricity, gas, water and waste services","1,822.8",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Construction,"1,400.0",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Wholesale trade,"1,453.7",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Retail trade,"1,152.3",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Accommodation and food services,"1,057.1",,,,,,,,,,,,,,
2023,   South Australia,Total employees,"Transport, postal and warehousing","1,388.0",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Information Media and telecommunications,"1,951.2",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Financial and insurance services,"1,708.3",,,,,,,,,,,,,,
2023,   South Australia,Total employees,"Rental, hiring and real estate services","1,568.7",,,,,,,,,,,,,,
2023,   South Australia,Total employees,"Professional, scientific and technical services","1,746.5",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Administrative and support services,"1,200.0",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Public administration and safety,"1,778.8",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Education and training,"1,774.2",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Health care and social assistance,"1,448.0",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Arts and recreation services,"1,034.0",,,,,,,,,,,,,,
2023,   South Australia,Total employees,Other services,"1,126.4",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,"Agriculture, forestry and fishing","1,323.7",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Mining,"2,500.0",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Manufacturing,"1,637.3",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,"Electricity, gas, water and waste services","1,900.4",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Construction,"1,737.3",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Wholesale trade,"1,393.3",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Retail trade,"1,200.0",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Accommodation and food services,"1,137.4",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,"Transport, postal and warehousing","1,500.0",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Information Media and telecommunications,"1,752.3",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Financial and insurance services,"1,975.6",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,"Rental, hiring and real estate services","1,443.2",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,"Professional, scientific and technical services","1,913.4",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Administrative and support services,"1,589.1",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Public administration and safety,"1,756.0",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Education and training,"1,549.1",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Health care and social assistance,"1,500.0",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Arts and recreation services,"1,671.2",,,,,,,,,,,,,,
2023,   Western Australia,Total employees,Other services,"1,495.3",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,"Agriculture, forestry and fishing","1,346.5",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Mining,"2,225.1",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Manufacturing,"1,463.2",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,"Electricity, gas, water and waste services","1,791.3",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Construction,"1,273.4",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Wholesale trade,"1,359.9",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Retail trade,"1,152.3",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Accommodation and food services,"1,152.1",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,"Transport, postal and warehousing","1,450.0",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Information Media and telecommunications,"1,674.2",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Financial and insurance services,"1,913.8",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,"Rental, hiring and real estate services","1,293.9",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,"Professional, scientific and technical services","1,704.9",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Administrative and support services,"1,154.4",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Public administration and safety,"1,745.8",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Education and training,"1,727.9",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Health care and social assistance,"1,637.2",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Arts and recreation services,"1,701.0",,,,,,,,,,,,,,
2023,   Tasmania,Total employees,Other services,"1,170.9",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Mining,"2,749.7",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Manufacturing,"1,456.1",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,"Electricity, gas, water and waste services","2,615.8",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Construction,"1,592.3",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Wholesale trade,"1,677.7",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Retail trade,"1,200.0",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Accommodation and food services,"1,196.7",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,"Transport, postal and warehousing","1,808.8",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Information Media and telecommunications,0.0,,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Financial and insurance services,"1,270.2",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,"Rental, hiring and real estate services","1,496.1",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,"Professional, scientific and technical services","1,757.4",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Administrative and support services,"1,394.3",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Public administration and safety,"1,874.0",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Education and training,"1,648.5",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Health care and social assistance,"1,500.0",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Arts and recreation services,"1,381.5",,,,,,,,,,,,,,
2023,   Northern Territory,Total employees,Other services,"1,710.9",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,"Agriculture, forestry and fishing",0.0,,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Mining,0.0,,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Manufacturing,"1,157.2",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,"Electricity, gas, water and waste services",0.0,,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Construction,"1,686.2",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Wholesale trade,"1,493.1",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Retail trade,"1,250.0",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Accommodation and food services,"1,498.9",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,"Transport, postal and warehousing","1,545.3",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Information Media and telecommunications,"1,615.9",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Financial and insurance services,"2,079.7",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,"Rental, hiring and real estate services",0.0,,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,"Professional, scientific and technical services","2,074.0",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Administrative and support services,"1,817.4",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Public administration and safety,"1,787.6",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Education and training,"1,936.0",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Health care and social assistance,"1,505.9",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Arts and recreation services,"1,819.5",,,,,,,,,,,,,,
2023,   Australian Capital Territory,Total employees,Other services,"1,635.1",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
